file_name,original_tags,expanded_query,rank,predicted_competency,combined_score,skill_name_score,full_text_score
Lecture - Pandas Basics.ipynb,Series and DataFrame;shape head tail info describe;loc and iloc;boolean filtering;value_counts and groupby;missing-data checks and imputation;read_csv and to_csv,Series and DataFrame;shape head tail info describe;loc and iloc;boolean filtering;value_counts and groupby;missing-data checks and imputation;read_csv and to_csv; data processing; data preparation; data analytics,3,Data preparation,0.8403071165084839,0.8548208475112915,0.8185364007949829
Lecture - Pandas Basics.ipynb,Series and DataFrame;shape head tail info describe;loc and iloc;boolean filtering;value_counts and groupby;missing-data checks and imputation;read_csv and to_csv,Series and DataFrame;shape head tail info describe;loc and iloc;boolean filtering;value_counts and groupby;missing-data checks and imputation;read_csv and to_csv; data processing; data preparation; data analytics,4,Data analytics,0.8370941877365112,0.8523238897323608,0.8142494559288025
Lecture - Pandas Basics.ipynb,Series and DataFrame;shape head tail info describe;loc and iloc;boolean filtering;value_counts and groupby;missing-data checks and imputation;read_csv and to_csv,Series and DataFrame;shape head tail info describe;loc and iloc;boolean filtering;value_counts and groupby;missing-data checks and imputation;read_csv and to_csv; data processing; data preparation; data analytics,5,Data visualisation and storyboarding,0.8326950073242188,0.8457456827163696,0.8131189346313477
Lecture_ML_Workflow.ipynb,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1; machine learning; data analytics; artificial intelligence,1,Machine Learning (ML),0.8504238128662109,0.8602047562599182,0.8357523083686829
Lecture_ML_Workflow.ipynb,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1; machine learning; data analytics; artificial intelligence,2,"Artificial intelligence, machine learning and deep learning application",0.8449712991714478,0.8583568334579468,0.8248928785324097
Lecture_ML_Workflow.ipynb,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1; machine learning; data analytics; artificial intelligence,3,Data processing,0.8270474672317505,0.8427227735519409,0.8035343289375305
Lecture_ML_Workflow.ipynb,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1; machine learning; data analytics; artificial intelligence,4,Automation tool proficiency,0.8226829767227173,0.837976336479187,0.7997429370880127
Lecture_ML_Workflow.ipynb,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1,supervised learning workflow;train-test split;Linear Regression;MAE RMSE and R-squared;predicted-versus-actual error analysis;joblib model persistence;K-Nearest Neighbors classification;confusion matrix precision recall and F1; machine learning; data analytics; artificial intelligence,5,Programming,0.8197910189628601,0.8317539691925049,0.8018465042114258
ML Workflow Introduction.pptx,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance; machine learning; data analytics; artificial intelligence; data processing; data preparation,1,"Artificial intelligence, machine learning and deep learning application",0.8500109314918518,0.8683860898017883,0.8224481344223022
ML Workflow Introduction.pptx,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance; machine learning; data analytics; artificial intelligence; data processing; data preparation,2,Machine Learning (ML),0.8474948406219482,0.8587501049041748,0.8306119441986084
ML Workflow Introduction.pptx,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance; machine learning; data analytics; artificial intelligence; data processing; data preparation,3,Data preparation,0.8450037837028503,0.8571516275405884,0.8267819881439209
ML Workflow Introduction.pptx,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance; machine learning; data analytics; artificial intelligence; data processing; data preparation,4,Data processing,0.8392184972763062,0.8566831350326538,0.8130214214324951
ML Workflow Introduction.pptx,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance,load and label data;train-test split;KNN model training;test-set prediction;unseen-data preparation;feature engineering;confusion matrix precision recall and ROC;learning curves and feature importance; machine learning; data analytics; artificial intelligence; data processing; data preparation,5,Data analytics,0.830660343170166,0.8494840860366821,0.8024246692657471
Prompt_Engineering.ipynb,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining; natural language processing; artificial intelligence; machine learning; language models; database; database management; data processing,1,Natural language Processing (NLP),0.8269170522689819,0.8364444375038147,0.8126258850097656
Prompt_Engineering.ipynb,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining; natural language processing; artificial intelligence; machine learning; language models; database; database management; data processing,2,Data processing,0.8246631622314453,0.8367924094200134,0.8064690828323364
Prompt_Engineering.ipynb,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining; natural language processing; artificial intelligence; machine learning; language models; database; database management; data processing,3,Database modelling,0.8244556784629822,0.8391227722167969,0.802454948425293
Prompt_Engineering.ipynb,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining; natural language processing; artificial intelligence; machine learning; language models; database; database management; data processing,4,"Artificial intelligence, machine learning and deep learning application",0.822892427444458,0.8367548584938049,0.8020987510681152
Prompt_Engineering.ipynb,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining,chat roles and prompt templates;zero-shot prompting;few-shot prompting;prompt evaluation harness;chain-of-thought prompting;constrained decoding;schema-constrained JSON;multi-turn context and prompt chaining; natural language processing; artificial intelligence; machine learning; language models; database; database management; data processing,5,Machine Learning (ML),0.819221019744873,0.8333832621574402,0.7979776263237
Retrieval_Augmented_Generation.ipynb,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval; natural language processing; artificial intelligence; machine learning; language models,1,Machine Learning (ML),0.8202927112579346,0.8382464647293091,0.793362021446228
Retrieval_Augmented_Generation.ipynb,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval; natural language processing; artificial intelligence; machine learning; language models,2,Data processing,0.8185089826583862,0.8413033485412598,0.7843174338340759
Retrieval_Augmented_Generation.ipynb,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval; natural language processing; artificial intelligence; machine learning; language models,3,"Artificial intelligence, machine learning and deep learning application",0.8184942007064819,0.8371307849884033,0.7905393242835999
Retrieval_Augmented_Generation.ipynb,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval; natural language processing; artificial intelligence; machine learning; language models,4,Emerging technology synthesis,0.8150736093521118,0.8339375257492065,0.7867777347564697
Retrieval_Augmented_Generation.ipynb,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval,document chunking;sentence-transformer embeddings;semantic retrieval and cosine similarity;grounded generation and citations;retrieval failure modes;Recall@k and MRR;chunk-size tuning;hybrid TF-IDF plus embedding retrieval; natural language processing; artificial intelligence; machine learning; language models,5,Natural language Processing (NLP),0.8110090494155884,0.8270131349563599,0.7870029211044312
SQL_Foundations_for_Data_Science.pptx,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out; database; database management; data processing,1,Data processing,0.8158549070358276,0.8381438255310059,0.7824215292930603
SQL_Foundations_for_Data_Science.pptx,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out; database; database management; data processing,2,Data engineering,0.8140372037887573,0.835088849067688,0.7824597358703613
SQL_Foundations_for_Data_Science.pptx,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out; database; database management; data processing,3,Data preparation,0.8122138977050781,0.8256086707115173,0.7921216487884521
SQL_Foundations_for_Data_Science.pptx,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out; database; database management; data processing,4,Data design,0.8112534880638123,0.8303397297859192,0.7826241254806519
SQL_Foundations_for_Data_Science.pptx,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out,DDL DML and DCL;SELECT WHERE ORDER BY LIMIT DISTINCT;NULL checks and filtering;INNER LEFT RIGHT FULL OUTER JOIN;GROUP BY and HAVING;COUNT SUM AVG MIN MAX;SQL feature engineering;UNION ALL and join fan-out; database; database management; data processing,5,Database modelling,0.8107370138168335,0.8298788070678711,0.7820242643356323
WK2_D1_Quiz1_IntroToML_LectureNotebook.xlsx,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability; machine learning; data analytics; artificial intelligence,1,Machine Learning (ML),0.8468570709228516,0.856431245803833,0.8324956893920898
WK2_D1_Quiz1_IntroToML_LectureNotebook.xlsx,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability; machine learning; data analytics; artificial intelligence,2,"Artificial intelligence, machine learning and deep learning application",0.8416285514831543,0.8543050289154053,0.8226137161254883
WK2_D1_Quiz1_IntroToML_LectureNotebook.xlsx,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability; machine learning; data analytics; artificial intelligence,3,Data processing,0.8325612545013428,0.8440873622894287,0.8152720928192139
WK2_D1_Quiz1_IntroToML_LectureNotebook.xlsx,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability; machine learning; data analytics; artificial intelligence,4,Data analytics,0.8291364908218384,0.8461790084838867,0.8035725951194763
WK2_D1_Quiz1_IntroToML_LectureNotebook.xlsx,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability,CRISP-DM phases;data science skill areas;traditional programming versus ML;supervised versus unsupervised learning;classification versus regression;NumPy boolean masks;rules-based decision making;ML use-case suitability; machine learning; data analytics; artificial intelligence,5,Database modelling,0.8241574764251709,0.8342297077178955,0.8090489506721497
WK4_D2_Quiz2_EnsembleLearningScenarios_Afternoon.xlsx,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs; machine learning; data analytics; artificial intelligence,1,Machine Learning (ML),0.8248180150985718,0.8414877653121948,0.7998132705688477
WK4_D2_Quiz2_EnsembleLearningScenarios_Afternoon.xlsx,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs; machine learning; data analytics; artificial intelligence,2,"Artificial intelligence, machine learning and deep learning application",0.8234153985977173,0.8433868885040283,0.7934581637382507
WK4_D2_Quiz2_EnsembleLearningScenarios_Afternoon.xlsx,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs; machine learning; data analytics; artificial intelligence,3,Data processing,0.815422534942627,0.837429940700531,0.7824113368988037
WK4_D2_Quiz2_EnsembleLearningScenarios_Afternoon.xlsx,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs,single-tree interpretability;gradient boosting overfitting;CatBoost categorical encoding;LightGBM histogram-based training;leaf-wise tree growth;stacking with out-of-fold predictions;ensemble accuracy versus interpretability;training-cost trade-offs; machine learning; data analytics; artificial intelligence,4,Data analytics,0.8138498067855835,0.8387715220451355,0.7764672040939331
